lead,region,bin_center,raw_mean_forecast,raw_obs_freq,raw_bin_weight,raw_hist_frac,cal_mean_forecast,cal_obs_freq,cal_bin_weight,cal_hist_frac
week3,global,0.1,0.007228361527343245,0.18204588529189777,35127989.378256425,0.39422772963788916,0.17529903554862292,0.17498776896622523,32511215.971868794,0.36486070188492636
week3,global,0.30000000000000004,0.21058223895427347,0.31506913966522776,17892978.520747975,0.20080592210211237,0.33456961747554054,0.3346997653337518,34143938.011832505,0.38318410479915777
week3,global,0.5,0.4095508347982778,0.37486683631100925,14339549.021634577,0.16092716818940245,0.46487774264369314,0.4652579118837559,17646424.70727207,0.19803894477603878
week3,global,0.7000000000000001,0.6090728993835157,0.43856103238451216,10388245.763235515,0.1165832321930641,0.652670104859779,0.6556519589446309,4804252.120376997,0.053916248539877
week3,global,0.9,0.884788571639859,0.5735068862757737,11357068.127475625,0.127455947877532,nan,nan,0.0,0.0
