lead,region,bin_center,raw_mean_forecast,raw_obs_freq,raw_bin_weight,raw_hist_frac,cal_mean_forecast,cal_obs_freq,cal_bin_weight,cal_hist_frac
week3,conus,0.1,0.008720944401686056,0.1913580832952744,975665.9062897871,0.3815728096933409,0.18536544522420328,0.18506473807072846,888245.8887550931,0.3473837481517696
week3,conus,0.30000000000000004,0.21043165596864288,0.2899544364155135,579303.1476576584,0.22655944856832483,0.31360668945113396,0.3162594019533352,1130978.3797564714,0.4423139061066279
week3,conus,0.5,0.4091557430371537,0.3513974099441671,439102.70065405575,0.17172850885981183,0.4600498350643029,0.46324317819551447,512190.45044306264,0.2003123692380097
week3,conus,0.7000000000000001,0.6088398585798287,0.408501003753568,295712.33288288896,0.11565002424670415,0.6026167008430984,0.4433632099411756,25543.957094387755,0.009989976503592936
week3,conus,0.9,0.8746182082250065,0.5273260097490862,267174.5885646237,0.10448920863181844,nan,nan,0.0,0.0
