lead,region,bin_center,raw_mean_forecast,raw_obs_freq,raw_bin_weight,raw_hist_frac,cal_mean_forecast,cal_obs_freq,cal_bin_weight,cal_hist_frac
week4,southern_plains,0.1,0.008123528227663745,0.19274819080366176,176609.27216704964,0.4047537737988635,0.18937736844007202,0.1884744452005571,161695.34626512552,0.3705739840466546
week4,southern_plains,0.30000000000000004,0.2097048752939007,0.290427742764684,96196.4067774567,0.22046327574600874,0.3107228578171165,0.3266236501176237,208746.9163852232,0.4784069439790069
week4,southern_plains,0.5,0.4097162269634337,0.3253463044570245,74618.14111020156,0.17101012782411004,0.46159352577432416,0.4160469889346651,65895.29267239185,0.15101907197433848
week4,southern_plains,0.7000000000000001,0.6080038015203978,0.4043185017358251,50258.16193823663,0.11518183875110814,nan,nan,0.0,0.0
week4,southern_plains,0.9,0.8647996653766482,0.504361796215787,38655.57332979611,0.08859098387990968,nan,nan,0.0,0.0
