lead,region,bin_center,raw_mean_forecast,raw_obs_freq,raw_bin_weight,raw_hist_frac,cal_mean_forecast,cal_obs_freq,cal_bin_weight,cal_hist_frac
week4,texas,0.1,0.00888220598211434,0.18016761515352184,109361.87148554981,0.3811034132871728,0.17738028391525062,0.1783008657997743,100542.73944080342,0.35037056939169114
week4,texas,0.30000000000000004,0.210078396360887,0.28716928111331685,66617.8629460973,0.23214941926089258,0.31054255637024336,0.3291609638951035,151583.4129949407,0.5282367182032379
week4,texas,0.5,0.4101118035801573,0.3185890928940728,52822.42030155023,0.18407516624905568,0.4617546577781178,0.3823364508053872,34834.99163341792,0.12139271240507096
week4,texas,0.7000000000000001,0.6072956249048116,0.39978987109487185,34506.66108654013,0.12024854862658162,nan,nan,0.0,0.0
week4,texas,0.9,0.8559995635823204,0.4939367838971572,23652.328249424558,0.08242345257629716,nan,nan,0.0,0.0
