lead,region,BS_raw,BS_cal,BS_ref,BSS_raw,BSS_cal,dBSS_cal_minus_raw
week3,global,0.2290790395762619,0.19884560811767688,0.21787446345179373,-0.05142675257555962,0.0873386216660822,0.13876537424164181
week3,conus,0.2308050861318093,0.19878755954516122,0.21107761442163706,-0.09346074790652947,0.05822528793567794,0.1516860358422074
week3,texas,0.21569687477222968,0.18937687701475245,0.20373808750582176,-0.058696866220785626,0.07048858986986883,0.12918545609065446
week3,southern_plains,0.2201005523873197,0.19135182304416154,0.20623324197671203,-0.06724090780754732,0.0721581971456905,0.13939910495323782
week4,global,0.22949151650767213,0.20133033118839214,0.21791665394371848,-0.05311600721871912,0.07611314901893684,0.12922915623765596
week4,conus,0.23429732206124634,0.20240508215045874,0.21078779497251832,-0.11153172835169656,0.03976849239849245,0.151300220750189
week4,texas,0.2232635378192341,0.1952125221286374,0.20437817182664716,-0.09240402643686152,0.04484651964586528,0.1372505460827268
week4,southern_plains,0.22842737950503275,0.19711931157046975,0.20673774693864977,-0.10491375129873814,0.04652481470175995,0.1514385660004981
